X,Y,Z
9.83322,3.87866,34.6804
9.23777,3.18297,34.137
8.63229,2.58422,33.5207
8.02748,2.08182,32.8499
7.43291,1.67168,32.141
6.85679,1.34716,31.4082
6.30583,1.1,30.663
5.78524,0.921072,29.9147
5.29883,0.801092,29.1702
4.84905,0.731072,28.4348
4.43726,0.702677,27.712
4.0638,0.708429,27.0042
3.72826,0.741812,26.3129
3.42962,0.797294,25.6389
3.16638,0.870299,24.9825
2.93678,0.957142,24.3439
2.73881,1.05494,23.7228
2.57043,1.16154,23.1191
2.42954,1.27538,22.5324
2.31412,1.39547,21.9626
2.22226,1.52123,21.4092
2.15215,1.65248,20.8721
2.10219,1.78936,20.351
2.0709,1.93226,19.846
2.05704,2.0818,19.3568
2.05951,2.23878,18.8834
2.07744,2.40414,18.4259
2.11011,2.579,17.9845
2.157,2.76455,17.5594
2.21775,2.9621,17.1507
2.29219,3.17309,16.7591
2.38028,3.39903,16.3849
2.48215,3.64151,16.0289
2.59809,3.90223,15.6918
2.7285,4.18299,15.3748
2.87395,4.48564,15.0789
3.03512,4.81213,14.8057
3.21282,5.16447,14.557
3.40799,5.54472,14.3347
3.62166,5.95499,14.1414
3.85499,6.39735,13.98
4.10923,6.87385,13.8538
4.38569,7.38641,13.7668
4.68576,7.93677,13.7236
5.01086,8.52636,13.7296
5.36241,9.15617,13.7907
5.74179,9.82657,13.9139
6.15027,10.5371,14.1071
6.58895,11.2862,14.379
7.05867,12.0708,14.7392
7.55988,12.8861,15.1982
8.09251,13.7251,15.7671
8.65576,14.5778,16.4573
9.24796,15.4311,17.2803
9.86627,16.2681,18.2465
10.5065,17.0678,19.365
11.1626,17.8043,20.6418
11.8268,18.4476,22.0788
12.4888,18.9634,23.6718
13.1363,19.3143,25.4089
13.7541,19.4616,27.2685
14.3249,19.3676,29.2181
14.8291,18.9994,31.2133
15.2462,18.3329,33.1984
15.5548,17.357,35.1082
15.7351,16.0778,36.8718
15.7693,14.521,38.4184
15.6445,12.7329,39.6838
15.3533,10.7777,40.6176
14.8958,8.7327,41.1892
14.2795,6.68075,41.3916
13.5196,4.70169,41.2418
12.6378,2.86444,40.7777
11.6605,1.22098,40.0523
10.6165,-0.196584,39.1266
9.53521,-1.37587,38.0623
8.4441,-2.32158,36.9161
7.36753,-3.05125,35.7357
6.32565,-3.59067,34.5579
5.33402,-3.96959,33.4092
4.40366,-4.21842,32.3066
3.54145,-4.36589,31.2593
2.75072,-4.43766,30.2711
2.03188,-4.45575,29.3418
1.38312,-4.43846,28.4688
0.80096,-4.40056,27.6483
0.280808,-4.35374,26.8757
-0.182646,-4.30704,26.1468
-0.595085,-4.26736,25.4574
-0.962312,-4.23981,24.804
-1.29006,-4.22817,24.1833
-1.58387,-4.23513,23.593
-1.849,-4.26258,23.0309
-2.09036,-4.31183,22.4956
-2.3125,-4.38377,21.9858
-2.51963,-4.47901,21.5009
-2.71557,-4.59797,21.0404
-2.90381,-4.74099,20.6042
-3.08753,-4.90834,20.1924
-3.26961,-5.10031,19.8055
-3.45268,-5.31724,19.4441
-3.63913,-5.55947,19.1092
-3.83117,-5.82743,18.8019
-4.03079,-6.12155,18.5238
-4.23987,-6.4423,18.2766
-4.46011,-6.79013,18.0624
-4.69311,-7.16546,17.8835
-4.94035,-7.56858,17.7429
-5.20317,-7.99963,17.6437
-5.48282,-8.45849,17.5894
-5.78039,-8.9447,17.5841
-6.09682,-9.45733,17.6323
-6.43287,-9.99486,17.7387
-6.78907,-10.555,17.9086
-7.16566,-11.1346,18.1476
-7.56255,-11.7292,18.4616
-7.97922,-12.3333,18.8563
-8.41462,-12.9395,19.3375
-8.86711,-13.5391,19.9107
-9.33431,-14.1209,20.5803
-9.81297,-14.6723,21.3495
-10.2989,-15.1782,22.22
-10.7868,-15.6217,23.1907
-11.2703,-15.9843,24.2573
-11.7417,-16.2462,25.412
-12.1922,-16.3876,26.6419
-12.6117,-16.3894,27.9294
-12.9895,-16.2344,29.2516
-13.314,-15.9094,30.5804
-13.5735,-15.4068,31.8831
-13.7568,-14.7257,33.1241
-13.8537,-13.8735,34.2666
-13.8557,-12.8666,35.2748
-13.7568,-11.73,36.1169
-13.5541,-10.496,36.7674
-13.2483,-9.20274,37.2096
-12.8437,-7.8906,37.4366
-12.3484,-6.59968,37.4517
-11.7736,-5.36655,37.2679
-11.1329,-4.22172,36.906
-10.4417,-3.18801,36.3918
-9.71637,-2.27988,35.7542
-8.97272,-1.50366,35.0223
-8.22581,-0.858527,34.2233
-7.48908,-0.338024,33.3813
-6.77398,0.0683662,32.5164
-6.08974,0.373626,31.6447
-5.44341,0.591843,30.7781
-4.83988,0.737148,29.9251
-4.28218,0.822951,29.0915
-3.77167,0.861459,28.2804
-3.30835,0.863422,27.4938
-2.89118,0.838041,26.7321
-2.51825,0.793002,25.995
-2.18713,0.734581,25.2818
-1.89496,0.667785,24.5916
-1.63868,0.596519,23.9231
-1.41516,0.523747,23.2754
-1.22127,0.451649,22.6473
-1.05398,0.381762,22.0379
-0.910406,0.315105,21.4462
-0.787855,0.252287,20.8714
-0.683841,0.193601,20.3129
-0.596096,0.139097,19.7699
-0.522577,0.0886469,19.2418
-0.461455,0.0419922,18.7283
-0.41111,-0.00121263,18.2286
-0.37012,-0.0413716,17.7425
-0.337245,-0.0789228,17.2696
-0.311413,-0.114321,16.8093
-0.291704,-0.148028,16.3614
-0.277336,-0.180497,15.9255
-0.267652,-0.212179,15.5014
-0.262105,-0.24351,15.0886
-0.260246,-0.274917,14.6868
-0.261713,-0.306815,14.2959
-0.266223,-0.339612,13.9155
-0.273562,-0.373712,13.5453
-0.283577,-0.409517,13.1851
-0.296171,-0.447434,12.8347
-0.311297,-0.487875,12.4937
-0.328955,-0.531266,12.1621
-0.349186,-0.578053,11.8395
-0.372073,-0.628703,11.5258
-0.397736,-0.683712,11.2208
-0.426333,-0.743612,10.9243
-0.458061,-0.808975,10.6362
-0.493153,-0.880422,10.3562
-0.53188,-0.958629,10.0844
-0.574554,-1.04433,9.82059
-0.621532,-1.13834,9.56471
-0.673213,-1.24154,9.31672
-0.730045,-1.3549,9.07664
-0.792531,-1.4795,8.84448
-0.861228,-1.61652,8.62036
-0.936757,-1.76726,8.4044
-1.01981,-1.93315,8.19684
-1.11114,-2.11577,7.99797
-1.2116,-2.31686,7.8082
-1.32213,-2.53834,7.62805
-1.44375,-2.7823,7.4582
-1.5776,-3.05105,7.29948
-1.72495,-3.34711,7.15296
-1.88717,-3.67324,7.01995
-2.06577,-4.03243,6.90208
-2.26244,-4.42795,6.80132
-2.47899,-4.86327,6.72013
-2.71742,-5.34217,6.66149
-2.97989,-5.8686,6.62902
-3.26876,-6.44675,6.62712
-3.58656,-7.08091,6.66113
-3.936,-7.77543,6.73746
-4.31994,-8.53457,6.86383
-4.7414,-9.36229,7.04949
-5.20349,-10.262,7.3054
-5.70934,-11.2362,7.64458
-6.26203,-12.286,8.08224
-6.86443,-13.4104,8.63607
-7.51903,-14.6056,9.32632
-8.22769,-15.8636,10.1758
-8.99128,-17.1715,11.2097
-9.80929,-18.5094,12.4547
-10.6793,-19.8492,13.9382
-11.5963,-21.1524,15.6863
-12.5519,-22.3688,17.7209
-13.5336,-23.4354,20.056
-14.5238,-24.2761,22.6928
-15.499,-24.8042,25.6135
-16.4295,-24.926,28.7749
-17.2792,-24.5494,32.1028
-18.0062,-23.595,35.4886
-18.5651,-22.0106,38.7908
-18.9096,-19.7872,41.8427
-18.9974,-16.9717,44.4686
-18.7948,-13.6734,46.507
-18.2827,-10.0583,47.8367
-17.4602,-6.33106,48.3999
-16.3473,-2.70587,48.2147
-14.9832,0.625751,47.3713
-13.4223,3.52193,46.0143
-11.7279,5.90465,44.3145
-9.96462,7.75895,42.4403
-8.19226,9.12029,40.5354
-6.46101,10.056,38.7073
-4.8093,10.6473,37.0254
-3.26365,10.9748,35.526
-1.8398,11.1107,34.2205
-0.544745,11.1141,33.1035
0.621135,11.0307,32.1602
1.66209,10.8946,31.3711
2.58534,10.7296,30.7156
3.39977,10.5521,30.174
4.115,10.3727,29.7281
4.74077,10.1978,29.3621
5.28647,10.0313,29.0626
5.76095,9.87478,28.8179
6.17233,9.72891,28.6183
6.52799,9.59346,28.4557
6.83454,9.46778,28.3231
7.09786,9.35102,28.2149
7.32318,9.24226,28.1262
7.51509,9.14059,28.053
7.67764,9.0452,27.9919
7.81439,8.95537,27.9399
7.92849,8.87052,27.8946
8.02269,8.79017,27.8541
8.09944,8.71398,27.8165
8.16089,8.6417,27.7805
8.20898,8.57319,27.7449
8.2454,8.5084,27.7088
8.2717,8.44733,27.6715
8.28926,8.39003,27.6323
8.29934,8.3366,27.5909
8.30306,8.28719,27.547
8.30148,8.24193,27.5006
8.29552,8.20097,27.4514
8.28607,8.16447,27.3997
8.27391,8.13257,27.3455
8.25977,8.10539,27.2892
8.24433,8.08305,27.231
8.22821,8.06562,27.1712
8.21195,8.05316,27.1103
8.19607,8.04569,27.0487
8.18103,8.0432,26.9868
8.16725,8.04566,26.9252
8.15509,8.05298,26.8643
8.14488,8.06507,26.8046
8.1369,8.08178,26.7467
8.13138,8.10294,26.6911
8.12854,8.12835,26.6382
8.12852,8.15776,26.5886
8.13144,8.19091,26.5426
8.13739,8.2275,26.5009
8.1464,8.26721,26.4637
8.15848,8.3097,26.4315
8.1736,8.35457,26.4046
8.1917,8.40142,26.3833
8.21267,8.44984,26.368
8.23639,8.49937,26.3588
8.26269,8.54956,26.3559
8.29137,8.5999,26.3595
8.32223,8.64992,26.3697
8.355,8.6991,26.3863
8.38941,8.74693,26.4095
8.42516,8.79289,26.4391
8.46193,8.83647,26.4749
8.49939,8.87716,26.5166
8.53716,8.91447,26.564
8.5749,8.94792,26.6167
8.6122,8.97706,26.6742
8.64868,9.00148,26.736
8.68396,9.02078,26.8015
8.71765,9.03465,26.8702
8.74935,9.0428,26.9412
8.77869,9.045,27.014
8.80532,9.04111,27.0877
8.8289,9.03104,27.1614
8.84912,9.01476,27.2345
8.86568,8.99236,27.3059
8.87835,8.96397,27.375
8.88691,8.92982,27.4409
8.8912,8.89021,27.5027
8.8911,8.84553,27.5597
8.88654,8.79621,27.6113
8.87751,8.7428,27.6566
8.86404,8.68585,27.6953
8.84622,8.626,27.7267
8.8242,8.56392,27.7504
8.79817,8.50031,27.766
8.76839,8.43589,27.7735
8.73514,8.3714,27.7726
8.69876,8.30755,27.7632
8.65964,8.24507,27.7455
8.61818,8.18466,27.7196
8.57483,8.12698,27.6858
8.53005,8.07265,27.6444
8.48431,8.02226,27.5958
8.4381,7.97633,27.5405
8.39192,7.93533,27.4792
8.34627,7.89969,27.4123
8.30161,7.86974,27.3407
8.25842,7.84578,27.2649
8.21716,7.82803,27.1858
8.17824,7.81665,27.1041
8.14208,7.81176,27.0205
8.10905,7.81339,26.936
8.07949,7.82153,26.8513
8.05369,7.83612,26.7672
8.03193,7.85704,26.6845
8.01444,7.88413,26.604
8.00141,7.91717,26.5265
7.99299,7.9559,26.4526
7.98928,8.00003,26.3831
7.99035,8.04921,26.3187
7.99624,8.10306,26.26
8.00692,8.16116,26.2077
8.02235,8.22306,26.1623
8.04242,8.28826,26.1243
8.067,8.35623,26.0942
8.09592,8.42641,26.0725
8.12897,8.49819,26.0594
8.16589,8.57096,26.0553
8.2064,8.64405,26.0604
8.25017,8.71679,26.0748
8.29683,8.78845,26.0986
8.34599,8.85832,26.1318
8.39722,8.92565,26.1743
8.45007,8.98971,26.2258
8.50403,9.04973,26.2861
8.5586,9.10498,26.3547
8.61324,9.15474,26.4312
8.66739,9.19832,26.5149
8.72048,9.23506,26.6051
8.77194,9.26435,26.7009
8.82118,9.28566,26.8016
8.86763,9.29852,26.906
8.91072,9.30255,27.013
8.9499,9.29747,27.1216
8.98466,9.28311,27.2305
9.0145,9.25941,27.3384
9.03899,9.22646,27.4441
9.05774,9.18444,27.5462
9.07041,9.1337,27.6435
9.07674,9.0747,27.7348
9.07654,9.00802,27.8189
9.06968,8.93437,27.8947
9.05615,8.85458,27.9612
9.03599,8.76955,28.0174
9.00935,8.68028,28.0627
8.97644,8.58783,28.0964
8.93758,8.49329,28.1181
8.89315,8.39781,28.1273
8.84362,8.30251,28.1241
8.78951,8.20851,28.1084
8.73141,8.1169,28.0803
8.66996,8.02872,28.0402
8.60583,7.94494,27.9886
8.53974,7.86648,27.9259
8.47242,7.79414,27.853
8.40459,7.72865,27.7706
8.337,7.67064,27.6796
8.27036,7.62065,27.581
8.20539,7.57909,27.4758
8.14276,7.54632,27.365
8.08312,7.52256,27.2497
8.02706,7.50798,27.1311
7.97515,7.50265,27.0103
7.9279,7.50655,26.8884
7.88577,7.51962,26.7665
7.84915,7.5417,26.6457
7.81841,7.57258,26.5271
7.79383,7.61202,26.4117
7.77564,7.65968,26.3007
7.76405,7.71522,26.1949
7.75917,7.77821,26.0954
7.76107,7.84821,26.0031
7.76978,7.92471,25.9187
7.78528,8.00718,25.8433
7.80747,8.09501,25.7775
7.83622,8.18758,25.7222
7.87136,8.2842,25.6778
7.91264,8.38414,25.6452
7.95979,8.48663,25.6247
8.01247,8.59083,25.6169
8.07031,8.69587,25.6221
8.13287,8.80081,25.6406
8.19966,8.90469,25.6726
8.27016,9.00648,25.7182
8.3438,9.10512,25.7772
8.41993,9.19953,25.8496
8.49789,9.2886,25.9348
8.57696,9.37121,26.0326
8.65639,9.44625,26.1421
8.73537,9.51261,26.2627
8.8131,9.56924,26.3933
8.88871,9.61515,26.5329
8.96135,9.64941,26.68
9.03016,9.67121,26.8332
9.09426,9.67985,26.991
9.15282,9.67482,27.1516
9.20502,9.65573,27.313
9.25009,9.6224,27.4735
9.28732,9.57488,27.6309
9.31608,9.51341,27.7834
9.33581,9.43846,27.9288
9.34608,9.35072,28.0651
9.34654,9.25113,28.1907
9.337,9.14079,28.3036
9.31738,9.02104,28.4023
9.28775,8.89335,28.4854
9.24831,8.75933,28.5518
9.19941,8.6207,28.6005
9.14154,8.47925,28.6309
9.07531,8.33679,28.6425
9.00146,8.19511,28.6353
8.92082,8.05597,28.6094
8.83434,7.92105,28.5651
8.74301,7.79191,28.5032
8.6479,7.67,28.4243
8.55011,7.5566,28.3296
8.45076,7.45285,28.2203
8.35097,7.35971,28.0976
8.25184,7.27796,27.9629
8.15445,7.20825,27.8178
8.05983,7.15102,27.6638
7.96895,7.10661,27.5024
7.88272,7.0752,27.3354
7.80197,7.05684,27.1641
7.72745,7.05148,26.9903
7.65986,7.05899,26.8155
7.59977,7.07913,26.6411
7.5477,7.11161,26.4687
7.5041,7.15607,26.2996
7.46929,7.21211,26.1353
7.44358,7.27927,25.977
7.42714,7.35706,25.8262
7.42014,7.44494,25.6839
7.42262,7.54235,25.5514
7.43459,7.64868,25.4299
7.456,7.76327,25.3204
7.48673,7.88543,25.224
7.5266,8.01441,25.1417
7.57538,8.14939,25.0745
7.63278,8.28952,25.0232
7.69845,8.43383,24.9886
7.77199,8.58133,24.9715
7.85292,8.73088,24.9726
7.94072,8.88132,24.9923
8.03478,9.03134,25.031
8.13444,9.17958,25.0892
8.23895,9.32456,25.1669
8.34751,9.46473,25.264
8.45923,9.59847,25.3804
8.57316,9.72409,25.5155
8.68825,9.83985,25.6687
8.80341,9.944,25.8392
8.91747,10.0348,26.0255
9.0292,10.1105,26.2264
9.13733,10.1696,26.4399
9.24055,10.2104,26.6641
9.33754,10.2318,26.8965
9.42696,10.2325,27.1347
9.50751,10.2117,27.3757
9.57793,10.169,27.6165
9.63704,10.104,27.8541
9.68373,10.017,28.085
9.71706,9.90862,28.3061
9.73622,9.77979,28.5141
9.74057,9.63193,28.7059
9.72971,9.46685,28.8786
9.70343,9.2867,29.0296
9.66175,9.09392,29.1566
9.60497,8.89123,29.2578
9.5336,8.68151,29.3316
9.44839,8.46775,29.377
9.35032,8.25296,29.3937
9.24059,8.04012,29.3816
9.12054,7.83205,29.341
8.99169,7.63142,29.2729
8.85566,7.44065,29.1785
8.71416,7.26188,29.0593
8.56894,7.09695,28.9172
8.42174,6.94739,28.7542
8.2743,6.8144,28.5725
8.12831,6.69888,28.3744
7.98537,6.60145,28.1623
7.84698,6.52248,27.9385
7.71453,6.46208,27.7052
7.58928,6.4202,27.465
7.47237,6.39661,27.2198
7.3648,6.39094,26.9719
7.26741,6.40275,26.7234
7.18095,6.4315,26.476
7.106,6.47662,26.2319
7.04306,6.5375,25.9926
6.99251,6.61351,25.7599
6.95461,6.70401,25.5354
6.92955,6.80837,25.3207
6.91743,6.92595,25.1173
6.91828,7.05611,24.9266
6.93206,7.19817,24.75
6.95868,7.35148,24.589
6.99796,7.51533,24.4449
7.04969,7.68896,24.3189
7.11362,7.87158,24.2125
7.18942,8.06229,24.1267
7.2767,8.26014,24.063
7.37505,8.46402,24.0224
7.48394,8.67273,24.006
7.60282,8.88491,24.0149
7.73103,9.09904,24.05
7.86783,9.31342,24.1121
8.01239,9.52618,24.2019
8.16377,9.73524,24.3198
8.32092,9.93833,24.466
8.48266,10.133,24.6406
8.64769,10.3166,24.843
8.81459,10.4865,25.0727
8.98178,10.6396,25.3284
9.14756,10.7732,25.6086
9.31013,10.8842,25.9112
9.46754,10.9698,26.2336
9.61777,11.0274,26.5726
9.75873,11.0544,26.9246
9.88829,11.0488,27.2854
10.0043,11.009,27.6503
10.1048,10.9339,28.0143
10.1877,10.8231,28.3721
10.2512,10.6769,28.7182
10.2938,10.4965,29.0469
10.3141,10.2838,29.3528
10.3111,10.0415,29.6307
10.2841,9.77289,29.8759
10.233,9.48224,30.0843
10.1579,9.17413,30.2524
10.0595,8.85359,30.3775
9.93893,8.52589,30.4581
9.79763,8.19632,30.4933
9.6375,7.87007,30.4832
9.46076,7.55206,30.4288
9.26989,7.24676,30.3318
9.06757,6.95814,30.1947
8.85663,6.68955,30.0205
8.63992,6.4437,29.8124
8.4203,6.22268,29.5741
8.20054,6.02791,29.3094
7.98327,5.86025,29.0222
7.77097,5.72004,28.7161
7.56588,5.60719,28.3948
7.37001,5.52125,28.0619
7.18513,5.46147,27.7205
7.01277,5.42694,27.3737
6.85418,5.4166,27.0243
6.71043,5.42931,26.6749
6.58231,5.46393,26.3279
6.47048,5.51936,25.9855
6.37536,5.59451,25.6497
6.29728,5.68841,25.3223
6.23639,5.80014,25.0053
6.19277,5.9289,24.7002
6.16638,6.07396,24.4087
6.15714,6.23468,24.1323
6.16489,6.41047,23.8727
6.18945,6.60081,23.6313
6.23059,6.8052,23.4097
6.28805,7.02315,23.2094
6.36156,7.25415,23.0321
6.45082,7.49765,22.8794
6.5555,7.75299,22.7529
6.67525,8.01943,22.6545
6.80967,8.29607,22.5856
6.95831,8.5818,22.5483
7.12066,8.87533,22.5442
7.29612,9.17507,22.575
7.48402,9.47914,22.6424
7.68353,9.78531,22.748
7.89371,10.091,22.8933
8.11344,10.3932,23.0793
8.34141,10.6885,23.3071
8.57612,10.9731,23.5772
8.81582,11.2426,23.8895
9.0585,11.4926,24.2436
9.30191,11.7179,24.6381
9.54351,11.9135,25.0711
9.78051,12.0739,25.5395
10.0098,12.1938,26.0394
10.2282,12.2681,26.5655
10.4322,12.2921,27.1119
10.6182,12.2619,27.6713
10.7826,12.1741,28.2354
10.9217,12.027,28.7951
11.0323,11.8199,29.3408
11.111,11.5538,29.8624
11.1553,11.2313,30.3498
11.1629,10.8569,30.7934
11.1323,10.4365,31.1842
11.0627,9.97764,31.5144
10.9542,9.48908,31.7778
10.8077,8.98036,31.9699
10.625,8.46151,32.0879
10.4086,7.94255,32.1313
10.162,7.43312,32.1011
9.88912,6.94203,32.0005
9.59441,6.477,31.8336
9.28267,6.04442,31.6061
8.95885,5.64923,31.3244
8.62789,5.29491,30.9952
8.29459,4.98354,30.6255
7.96348,4.71593,30.2222
7.63873,4.49181,29.7918
7.32404,4.31002,29.3405
7.02263,4.16874,28.8737
6.73725,4.0657,28.3965
6.47009,3.99833,27.9132
6.22291,3.96396,27.4275
5.99702,3.95994,26.9428
5.79331,3.98375,26.4618
5.61235,4.03302,25.987
5.45442,4.10567,25.5203
5.31955,4.19987,25.0637
5.20758,4.31406,24.6188
5.11823,4.447,24.1869
5.0511,4.5977,23.7695
5.00576,4.7654,23.3679
4.98173,4.94962,22.9833
4.97852,5.15004,22.617
4.99567,5.36653,22.2703
5.03276,5.59911,21.9445
5.08939,5.84787,21.6411
5.16524,6.11302,21.3616
5.26002,6.39478,21.1077
5.37349,6.69337,20.8812
5.50548,7.00896,20.6841
5.65583,7.34165,20.5184
5.82441,7.69138,20.3864
6.01111,8.05791,20.2908
6.21579,8.44074,20.2341
6.43828,8.83905,20.2192
6.67836,9.25161,20.2491
6.93568,9.67673,20.3269
7.20979,10.1121,20.456
7.50002,10.5549,20.6396
7.80551,11.0014,20.8808
8.1251,11.4471,21.1827
8.4573,11.8865,21.5479
8.80022,12.3133,21.9786
9.15153,12.7201,22.4761
9.50839,13.0984,23.0408
9.86739,13.439,23.6719
10.2245,13.7316,24.3667
10.5753,13.9658,25.1209
10.9143,14.1306,25.9279
11.2359,14.2155,26.7788
11.5339,14.2105,27.6619
11.8016,14.1074,28.5633
12.0321,13.8999,29.4665
12.2189,13.5844,30.3532
12.3555,13.161,31.2036
12.436,12.6336,31.9977
12.4558,12.0101,32.7155
12.4112,11.3027,33.339
12.3004,10.527,33.8528
12.123,9.70182,34.2449
11.8809,8.84772,34.5079
11.5776,7.98605,34.6389
11.2184,7.13757,34.6397
10.8103,6.32132,34.5167
10.3614,5.55363,34.2797
9.88066,4.84743,33.941
9.37734,4.21195,33.5148
8.8608,3.65268,33.0161
8.33999,3.17169,32.4593
7.82316,2.76807,31.8582
7.31765,2.43855,31.2252
6.82974,2.17816,30.571
6.36458,1.98078,29.9045
5.9262,1.83976,29.2332
5.51756,1.74828,28.5626
5.14063,1.69976,27.8974
4.79654,1.68803,27.2409
4.48569,1.70756,26.5954
4.20788,1.75349,25.9628
3.96244,1.82168,25.3442
3.74836,1.9087,24.7406
3.5644,2.01179,24.1524
3.40914,2.12881,23.58
3.2811,2.25821,23.0238
3.17881,2.3989,22.4839
3.10082,2.55026,21.9606
3.04577,2.71202,21.4541
3.01239,2.88428,20.9646
2.99958,3.06737,20.4924
3.00636,3.26189,20.0379
3.03191,3.46864,19.6017
3.07559,3.68859,19.1841
3.13689,3.92284,18.786
3.21548,4.17265,18.4081
3.3112,4.43935,18.0514
3.42401,4.72437,17.717
3.55405,5.02922,17.4063
3.70157,5.35543,17.1209
3.86695,5.70458,16.8626
4.05071,6.07821,16.6335
4.25346,6.47785,16.4361
4.4759,6.90494,16.2734
4.71881,7.36076,16.1485
4.983,7.84641,16.0652
5.26934,8.36266,16.0278
5.57867,8.90989,16.041
5.9118,9.48794,16.1103
6.26941,10.096,16.2416
6.65206,10.7322,16.4415
7.06008,11.3937,16.7169
7.49344,12.0764,17.0755
7.95174,12.7742,17.5251
8.43399,13.4794,18.0736
8.93853,14.1818,18.7285
9.46286,14.8688,19.4967
10.0035,15.5247,20.3838
10.5556,16.1314,21.3932
11.1132,16.6674,22.5255
11.6686,17.1091,23.7771
12.2126,17.4308,25.1394
12.7345,17.6059,26.5978
13.2216,17.6084,28.1306
13.6603,17.415,29.7085
14.0357,17.0075,31.2952
14.3329,16.3749,32.8478
14.5371,15.5163,34.3189
14.635,14.4426,35.6593
14.6158,13.1772,36.8221
14.4719,11.756,37.7661
14.2003,10.2251,38.4603
13.8028,8.63745,38.8867
13.2863,7.0484,39.042
12.6625,5.51085,38.9373
11.9473,4.07081,38.5968
11.1597,2.76407,38.0539
10.3201,1.61444,37.3476
9.44954,0.633618,36.5183
8.56795,-0.177654,35.6043
7.69339,-0.827412,34.6396
6.84131,-1.32995,33.6523
6.02418,-1.70334,32.6639
5.25143,-1.96727,31.6902
4.52956,-2.14139,30.7419
3.86247,-2.24417,29.8251
3.2518,-2.29222,28.9431
2.6974,-2.29996,28.0967
2.19767,-2.27957,27.2854
1.74994,-2.24107,26.5077
1.35084,-2.19255,25.7616
0.996502,-2.14038,25.045
0.682814,-2.08953,24.3558
0.405579,-2.04375,23.6921
0.160646,-2.00584,23.052
-0.0560032,-1.97784,22.4341
-0.248187,-1.96118,21.8369
-0.419486,-1.95686,21.2595
-0.573223,-1.96557,20.7008
-0.712457,-1.98775,20.16
-0.839987,-2.02373,19.6366
-0.958361,-2.07375,19.1299
-1.0699,-2.13802,18.6397
-1.17671,-2.21678,18.1655
-1.28072,-2.31034,17.7072
-1.38368,-2.41906,17.2646
-1.48722,-2.54341,16.8376
-1.59284,-2.68399,16.4265
-1.70195,-2.84149,16.0312
-1.81591,-3.01678,15.652
-1.93599,-3.21084,15.2894
-2.06348,-3.42481,14.9439
-2.19961,-3.65997,14.616
-2.34565,-3.91777,14.3068
-2.50286,-4.19978,14.0172
-2.67255,-4.50776,13.7485
-2.85607,-4.84356,13.5023
-3.05482,-5.20919,13.2806
-3.27026,-5.60675,13.0856
-3.50391,-6.03842,12.92
-3.75736,-6.50642,12.787
-4.03226,-7.01296,12.6905
-4.33033,-7.56015,12.6349
-4.65332,-8.14991,12.6253
-5.00298,-8.78384,12.6679
-5.38106,-9.46306,12.7696
-5.78926,-10.188,12.9382
-6.22914,-10.9581,13.183
-6.70203,-11.7715,13.5141
-7.20897,-12.6246,13.9426
-7.75054,-13.5117,14.4809
-8.32666,-14.4244,15.142
-8.93644,-15.3508,15.9393
-9.57787,-16.2751,16.8861
-10.2476,-17.1768,17.9946
-10.9405,-18.0304,19.2749
-11.6495,-18.8047,20.7336
-12.365,-19.4631,22.3713
-13.0748,-19.9645,24.1814
-13.7638,-20.2641,26.1468
-14.4138,-20.3165,28.2387
-15.0041,-20.079,30.4141
-15.5116,-19.516,32.6157
-15.912,-18.6048,34.7732
-16.1813,-17.341,36.8063
-16.2973,-15.7427,38.6308
-16.2418,-13.8527,40.1663
-16.0029,-11.7381,41.3451
-15.5764,-9.48516,42.121
-14.9673,-7.19076,42.4752
-14.1896,-4.9523,42.4188
-13.2659,-2.8568,41.9904
-12.225,-0.972283,41.2496
-11.0997,0.657204,40.2685
-9.92404,2.0124,39.1217
-8.73039,3.096,37.8787
-7.54775,3.92749,36.5984
-6.40023,4.5372,35.326
-5.30649,4.9607,34.0935
-4.27977,5.23445,32.9211
-3.32835,5.39272,31.8192
-2.45624,5.46591,30.7912
-1.66402,5.47981,29.8359
-0.949642,5.45556,28.9491
-0.309122,5.41002,28.1253
0.262792,5.3563,27.3585
0.772143,5.30443,26.6431
1.22537,5.26186,25.9735
1.62902,5.23407,25.3454
1.98953,5.22498,24.7548
2.31307,5.23729,24.1986
2.60549,5.27285,23.6744
2.87223,5.33282,23.1805
3.11829,5.41792,22.7155
3.34825,5.52852,22.2787
3.56628,5.6648,21.8697
3.77613,5.82678,21.4886
3.98119,6.01439,21.1356
4.18451,6.22753,20.8114
4.38882,6.46606,20.517
4.59654,6.72982,20.2537
4.80987,7.01858,20.0229
5.03074,7.33208,19.8266
5.26087,7.66995,19.6667
5.50178,8.03165,19.5458
5.75477,8.41647,19.4664
6.02094,8.82339,19.4317
6.30118,9.25105,19.4448
6.59617,9.69762,19.5091
6.90631,10.1607,19.6286
7.23175,10.6373,19.8069
7.57231,11.1234,20.048
7.92741,11.6143,20.3556
8.29611,12.1042,20.7335
8.67691,12.586,21.1848
9.06782,13.0515,21.712
9.46618,13.4911,22.3165
9.86868,13.8942,22.9984
10.2712,14.2489,23.7563
10.669,14.5423,24.5864
11.0563,14.761,25.4822
11.4268,14.8918,26.4347
11.7733,14.9217,27.4315
12.0881,14.8395,28.4567
12.3633,14.6359,29.4917
12.5905,14.3051,30.5147
12.762,13.8454,31.5021
12.8703,13.26,32.429
12.9093,12.5574,33.2708
12.8741,11.7514,34.0047
12.7618,10.8608,34.6108
